t,ex,ey,ez,ax,ay,az,mx,my,mz,gx,gy,gz
1613558740023,0,-3.625,-2.9375,-0.62,0.52,9.7,-65.0625,81.5,-49.6875,0,0,0
1613558740131,0,-3.625,-2.9375,-0.61,0.51,9.66,-64.75,81.5,-49.375,-0.00111111,0.00222222,0.00111111
1613558740239,0,-3.625,-2.9375,-0.62,0.51,9.67,-64.375,81.0625,-50.0625,0.00111111,0.00222222,0
1613558740344,0,-3.625,-2.9375,-0.62,0.51,9.67,-64.75,82.1875,-50.875,0.00111111,0.00111111,0
1613558740452,0,-3.625,-2.9375,-0.62,0.52,9.7,-64.75,81.75,-50.0625,-0.00111111,0.00444444,-0.00111111
1613558740558,0,-3.625,-2.9375,-0.61,0.5,9.67,-64.375,81.875,-50.875,-0.00111111,0.00333333,0
1613558740664,0,-3.625,-2.9375,-0.61,0.47,9.69,-65.5,81.5,-49.375,-0.00111111,0.00222222,0
1613558740773,0,-3.625,-2.9375,-0.62,0.51,9.7,-64,81.75,-49.375,0.00111111,0,0
1613558740882,0,-3.625,-2.9375,-0.62,0.51,9.7,-64,81.5,-50.0625,-0.00333333,-0.00111111,0.00111111
1613558740986,0,-3.625,-2.9375,-0.62,0.48,9.66,-64,81.875,-49.375,0,0.00222222,0
1613558741094,0,-3.625,-2.9375,-0.61,0.52,9.68,-64.75,81.5,-50.0625,-0.00111111,-0.00444444,0.00111111
1613558741198,0,-3.625,-2.9375,-0.62,0.52,9.68,-64.375,82.1875,-49.375,0.00111111,0,0.00222222
1613558741305,0,-3.625,-2.9375,-0.62,0.51,9.65,-64.375,81.5,-49.0625,0.00111111,-0.00111111,0.00222222
1613558741408,0,-3.625,-2.9375,-0.6,0.5,9.68,-65.5,81.0625,-49.0625,0.00111111,0.00222222,0
1613558741512,0,-3.625,-2.9375,-0.61,0.49,9.68,-64,81.5,-50.0625,-0.00111111,0.00222222,0.00222222
1613558741618,0,-3.625,-2.9375,-0.62,0.49,9.71,-64.375,82.1875,-50.0625,0.00222222,0.00222222,-0.00222222
1613558741725,0,-3.625,-2.9375,-0.62,0.51,9.69,-64.75,82.5625,-50.5,0,-0.00111111,-0.00111111
1613558741828,0,-3.625,-2.9375,-0.62,0.5,9.69,-64.75,82.5625,-50.5,0.00111111,0.00111111,-0.00222222
1613558741935,0,-3.625,-2.9375,-0.61,0.52,9.7,-64.375,81.875,-50.5,0,0,0.00111111
1613558742038,0,-3.625,-2.9375,-0.61,0.5,9.67,-64,81.875,-49.6875,0,0,-0.00111111
1613558742143,0,-3.625,-2.9375,-0.62,0.5,9.68,-65.0625,81.875,-50.0625,-0.00222222,-0.00444444,0.00111111
1613558742248,0,-3.625,-2.9375,-0.62,0.51,9.65,-64.75,81.5,-48.6875,-0.00222222,-0.00222222,0.00111111
1613558742352,0,-3.625,-2.9375,-0.62,0.52,9.69,-64.375,81.5,-50.0625,0,-0.00333333,0.00111111
1613558742459,0,-3.625,-2.9375,-0.61,0.49,9.68,-65.5,82.5625,-50.0625,0,-0.00222222,0.00111111
1613558742562,0,-3.625,-2.9375,-0.63,0.49,9.72,-64,81.5,-49.375,0,-0.00222222,0
1613558742668,0,-3.625,-2.9375,-0.61,0.5,9.68,-64.75,81.0625,-48.25,-0.00111111,-0.00222222,-0.00111111
1613558742772,0,-3.625,-2.9375,-0.62,0.5,9.68,-64.375,81.5,-50.875,0.00222222,0.00333333,0.00111111
1613558742880,0,-3.625,-2.9375,-0.61,0.52,9.68,-65.0625,81.5,-50.5,0,0,0.00111111
1613558742984,0,-3.625,-2.9375,-0.61,0.5,9.67,-64.75,81.0625,-49.375,0.00222222,-0.00111111,0.00222222
1613558743091,0,-3.625,-2.9375,-0.62,0.5,9.69,-64.75,81.5,-50.875,0,0.00444444,0
1613558743197,0,-3.625,-2.9375,-0.61,0.51,9.69,-65.0625,81.875,-50.0625,-0.00111111,0,0.00111111
1613558743303,0,-3.625,-2.9375,-0.62,0.49,9.67,-64.375,80.75,-50.0625,0.00111111,0.00333333,-0.00111111
1613558743408,0,-3.625,-2.9375,-0.59,0.5,9.69,-64.375,81.875,-49.375,0.00111111,0.00333333,0
1613558743514,0,-3.625,-2.9375,-0.6,0.52,9.69,-64.375,81.75,-49.6875,0.00111111,0.00111111,-0.00111111
1613558743618,0,-3.625,-2.9375,-0.63,0.51,9.71,-64.75,81.0625,-49.6875,0.00222222,0,0
1613558743724,0,-3.625,-2.9375,-0.63,0.5,9.7,-65.0625,81.875,-50.0625,0.00222222,0.00111111,0.00222222
1613558743830,0,-3.625,-2.9375,-0.6,0.52,9.69,-64.375,81.0625,-50.5,0.00222222,0,0
1613558743935,0,-3.625,-2.9375,-0.62,0.5,9.69,-63.5625,81.5,-49.6875,0.00111111,0.00111111,0
1613558744042,0,-3.625,-2.9375,-0.61,0.5,9.68,-64,81.875,-49.6875,-0.00111111,0.00222222,0.00222222
1613558744146,0,-3.625,-2.9375,-0.59,0.5,9.68,-64.375,81.0625,-49.6875,0,0.00111111,-0.00111111
1613558744256,0,-3.625,-2.9375,-0.62,0.5,9.66,-64.75,81.5,-49.0625,-0.00222222,-0.00111111,-0.00111111
1613558744363,0,-3.625,-2.9375,-0.62,0.5,9.66,-64,81.5,-48.6875,-0.00111111,0.00333333,0
1613558744468,0,-3.625,-2.9375,-0.6,0.48,9.69,-64.375,81.0625,-49.6875,0.00111111,-0.00111111,0
1613558744572,0,-3.625,-2.9375,-0.61,0.49,9.68,-65.0625,81.875,-49.6875,0.00111111,0.00111111,0.00111111
1613558744677,0,-3.625,-2.9375,-0.62,0.5,9.67,-64.75,81.5,-50.5,-0.00111111,0,0
1613558744784,0,-3.625,-2.9375,-0.61,0.53,9.68,-64.75,81.875,-49.6875,-0.00222222,-0.00444444,0.00222222
1613558744889,0,-3.625,-2.9375,-0.62,0.51,9.68,-64.375,81.5,-49.375,0,0.00222222,-0.00111111
1613558744996,0,-3.625,-2.9375,-0.63,0.51,9.7,-64,82.1875,-51.1875,-0.00111111,0,0
1613558745100,0,-3.625,-2.9375,-0.6,0.52,9.65,-64.75,82.1875,-48.6875,0.00111111,0,0
1613558745208,0,-3.625,-2.9375,-0.61,0.48,9.65,-64.375,82.5625,-49.6875,0,-0.00111111,0
1613558745312,0,-3.625,-2.9375,-0.62,0.52,9.7,-64.375,81.0625,-49.6875,0.00222222,-0.00111111,0
1613558745420,0,-3.625,-2.9375,-0.6,0.48,9.65,-64.75,82.1875,-50.0625,0.00111111,0,-0.00222222
1613558745524,0,-3.625,-2.9375,-0.59,0.51,9.69,-64.75,82.5625,-49.6875,0,0.00111111,0.00222222
1613558745630,0,-3.625,-2.9375,-0.61,0.5,9.7,-63.5625,81.0625,-50.0625,0,0,0.00111111
1613558745739,0,-3.625,-2.9375,-0.61,0.5,9.69,-64.375,81.0625,-49.375,0,0.00111111,0.00111111
1613558745845,0,-3.625,-2.9375,-0.62,0.5,9.68,-64,81.5,-50.5,0,0.00333333,-0.00111111
1613558745952,0,-3.625,-2.9375,-0.61,0.5,9.66,-64.375,81.875,-50.0625,0.00333333,0.00222222,-0.00111111
1613558746060,0,-3.625,-2.9375,-0.61,0.49,9.68,-65.0625,81.0625,-49.6875,0.00222222,0.00222222,-0.00111111
1613558746167,0,-3.625,-2.9375,-0.63,0.5,9.69,-64.75,80.375,-49.375,-0.00333333,0.00222222,-0.00222222
1613558746273,0,-3.625,-2.9375,-0.62,0.5,9.68,-64.375,81.875,-49.375,-0.00111111,0,0.00111111
1613558746377,0,-3.625,-2.9375,-0.61,0.5,9.69,-64.375,81.875,-49.375,-0.00222222,0.00222222,0.00111111
1613558746483,0,-3.625,-2.9375,-0.6,0.49,9.68,-64.75,81.875,-49.375,-0.00111111,-0.00111111,-0.00222222
1613558746589,0,-3.625,-2.9375,-0.62,0.51,9.67,-64,81.875,-50.0625,0,0.00222222,0.00222222
1613558746694,0,-3.625,-2.9375,-0.61,0.5,9.69,-64,81.5,-49.375,0,0,-0.00111111
1613558746800,0,-3.625,-2.9375,-0.62,0.5,9.69,-64.375,81.0625,-49.375,0,0.00222222,0.00111111
1613558746905,0,-3.625,-2.9375,-0.63,0.52,9.68,-64,81.5,-48.6875,-0.00111111,0.00222222,0
1613558747011,0,-3.625,-2.9375,-0.62,0.5,9.67,-64.375,80.75,-49.6875,-0.00111111,0.00222222,0
1613558747116,0,-3.625,-2.9375,-0.61,0.5,9.66,-64.75,82.1875,-49.6875,0,0.00111111,0
1613558747225,0,-3.625,-2.9375,-0.61,0.5,9.66,-65.5,81.0625,-49.0625,0.00222222,0,0
1613558747329,0,-3.625,-2.9375,-0.59,0.51,9.69,-64.75,81.0625,-50.5,0.00111111,-0.00222222,-0.00222222
1613558747436,0,-3.625,-2.9375,-0.62,0.51,9.71,-64.375,81.875,-49.375,-0.00111111,0.00222222,0.00222222
1613558747545,0,-3.625,-2.9375,-0.61,0.5,9.7,-64.75,81.875,-50.0625,0,0,0
1613558747649,0,-3.625,-2.9375,-0.62,0.51,9.66,-64.75,81.5,-50.5,0.00111111,-0.00333333,0.00111111
1613558747757,0,-3.625,-2.9375,-0.62,0.49,9.68,-64.375,82.1875,-50.0625,0.00111111,0,0.00111111
1613558747865,0,-3.625,-2.9375,-0.62,0.5,9.67,-64.375,81.875,-50.0625,-0.00111111,-0.00444444,-0.00111111
1613558747970,0,-3.625,-2.9375,-0.63,0.5,9.66,-64.75,81.875,-50.0625,0,-0.00222222,-0.00111111
1613558748078,0,-3.625,-2.9375,-0.61,0.49,9.66,-65.0625,82.1875,-49.6875,0.00111111,0.00111111,0.00111111
1613558748183,0,-3.625,-2.9375,-0.6,0.5,9.69,-64.375,81.875,-49.0625,0,-0.00111111,0.00111111
1613558748290,0,-3.625,-2.9375,-0.62,0.49,9.68,-64.375,81.875,-49.6875,0,-0.00111111,-0.00111111
1613558748398,0,-3.625,-2.9375,-0.61,0.51,9.69,-64.375,81.0625,-50.5,-0.00111111,-0.00222222,0.00111111
1613558748504,0,-3.625,-2.9375,-0.63,0.52,9.66,-64,81.0625,-50.875,0,0.00222222,0.00333333
1613558748611,0,-3.625,-2.9375,-0.6,0.51,9.68,-64,81.875,-49.6875,0,0,0.00111111
1613558748719,0,-3.625,-2.9375,-0.61,0.5,9.67,-64.75,81.5,-49.375,0,-0.00111111,0
1613558748824,0,-3.625,-2.9375,-0.6,0.52,9.67,-64.75,81.0625,-49.0625,0.00222222,-0.00333333,0.00111111
1613558748932,0,-3.625,-2.9375,-0.61,0.5,9.66,-64.75,81.5,-49.6875,0.00111111,0.00111111,0
1613558749036,0,-3.625,-2.9375,-0.6,0.49,9.69,-64.375,81.875,-49.375,0.00222222,0.00111111,-0.00111111
1613558749142,0,-3.625,-2.9375,-0.62,0.5,9.7,-64.75,82.1875,-49.375,0,-0.00111111,0.00111111
1613558749248,0,-3.625,-2.9375,-0.61,0.51,9.68,-65.0625,81.5,-49.6875,-0.00222222,-0.00222222,-0.00111111
1613558749354,0,-3.625,-2.9375,-0.61,0.5,9.7,-64.75,81.875,-49.6875,0.00111111,-0.00222222,0.00111111
1613558749461,0,-3.625,-2.9375,-0.6,0.49,9.67,-65.5,81.875,-50.0625,0,-0.00555556,0
1613558749565,0,-3.625,-2.9375,-0.63,0.5,9.7,-64.75,81.875,-49.375,0.00111111,0,0.00222222
1613558749673,0,-3.625,-2.9375,-0.61,0.51,9.68,-64,82.1875,-49.6875,0,0.00222222,0
1613558749777,0,-3.625,-2.9375,-0.62,0.51,9.68,-64,81.0625,-50.0625,0.00111111,0.00111111,-0.00111111
1613558749884,0,-3.625,-2.9375,-0.61,0.5,9.66,-64.75,81.5,-50.0625,0,0,0
1613558749989,0,-3.625,-2.9375,-0.62,0.51,9.68,-64.375,82.1875,-48.6875,0,0.00111111,0.00111111
1613558750095,0,-3.625,-2.9375,-0.62,0.5,9.69,-64.375,81.875,-50.875,0.00111111,-0.00111111,-0.00111111
1613558750203,0,-3.625,-2.9375,-0.6,0.49,9.7,-63.5625,81.875,-49.375,-0.00111111,0.00222222,-0.00111111
1613558750308,0,-3.625,-2.9375,-0.62,0.52,9.71,-65.0625,81.875,-49.6875,-0.00111111,0.00111111,0
1613558750416,0,-3.625,-2.9375,-0.6,0.48,9.69,-64,81.875,-50.0625,0.00111111,-0.00111111,0.00111111
1613558750521,0,-3.625,-2.9375,-0.61,0.49,9.67,-64.75,82.1875,-50.875,-0.00111111,0.00111111,0.00333333
1613558750627,0,-3.625,-2.9375,-0.61,0.5,9.67,-64.375,81.5,-50.5,-0.00111111,-0.00333333,-0.00111111
1613558750732,0,-3.625,-2.9375,-0.61,0.49,9.68,-64.375,81.875,-50.0625,0,-0.00111111,-0.00222222
1613558750838,0,-3.625,-2.9375,-0.62,0.49,9.69,-64.75,81.875,-50.5,0.00222222,-0.00111111,-0.00111111
1613558750943,0,-3.625,-2.9375,-0.61,0.5,9.68,-64.375,82.1875,-50.5,0,-0.00111111,0
1613558751049,0,-3.625,-2.9375,-0.6,0.5,9.69,-64,80.375,-49.375,-0.00111111,-0.00222222,0
1613558751157,0,-3.625,-2.9375,-0.62,0.52,9.69,-64.75,80.75,-49.375,0,-0.00111111,0
1613558751263,0,-3.625,-2.9375,-0.62,0.49,9.67,-64.75,81.5,-49.6875,0,0.00111111,0.00333333
1613558751370,0,-3.625,-2.9375,-0.61,0.51,9.7,-64,81.5,-50.5,0,-0.00111111,-0.00111111
1613558751478,0,-3.625,-2.9375,-0.61,0.52,9.66,-64.375,80.75,-49.6875,0,-0.00333333,0
1613558751583,0,-3.625,-2.9375,-0.61,0.5,9.67,-63.5625,81.5,-50.0625,-0.00111111,-0.00222222,0.00111111
1613558751691,0,-3.625,-2.9375,-0.62,0.52,9.67,-64.375,81.875,-49.375,-0.00111111,-0.00222222,0.00111111
1613558751795,0,-3.625,-2.9375,-0.62,0.51,9.69,-64.75,80.375,-49.375,0,0,0
1613558751900,0,-3.625,-2.9375,-0.62,0.51,9.67,-64.75,81.0625,-49.375,0.00222222,0,-0.00222222
1613558752004,0,-3.625,-2.9375,-0.64,0.5,9.69,-64.75,81.5,-50.0625,0.00111111,0,0.00111111
1613558752111,0,-3.625,-2.9375,-0.62,0.52,9.69,-64,81.875,-50.0625,-0.00111111,0.00333333,0
1613558752214,0,-3.625,-2.9375,-0.61,0.51,9.69,-64,82.1875,-49.0625,0.00222222,0.00333333,-0.00333333
1613558752322,0,-3.625,-2.9375,-0.62,0.5,9.69,-65.5,82.1875,-51.1875,0.00111111,0.00444444,-0.00111111
1613558752425,0,-3.625,-2.9375,-0.6,0.51,9.68,-65.5,82.1875,-49.375,0.00111111,0.00333333,0.00111111
1613558752532,0,-3.625,-2.9375,-0.62,0.51,9.68,-64.375,81.875,-50.0625,-0.00111111,0.00111111,-0.00111111
1613558752636,0,-3.625,-2.9375,-0.6,0.49,9.67,-65.0625,81.875,-50.5,-0.00222222,0.00222222,0
1613558752743,0,-3.625,-2.9375,-0.62,0.51,9.67,-64.375,81.875,-49.0625,0,0,0
1613558752847,0,-3.625,-2.9375,-0.62,0.5,9.7,-64,82.5625,-49.375,0,0.00111111,0
1613558752953,0,-3.625,-2.9375,-0.61,0.5,9.67,-64.375,82.5625,-49.6875,-0.00111111,-0.00222222,0.00111111
1613558753058,0,-3.625,-2.9375,-0.62,0.51,9.71,-74.75,96.875,-26.375,-0.00111111,0,0
1613558753165,0,-3.625,-2.9375,-0.62,0.5,9.7,-74.375,95.75,-26.75,0,0.00444444,-0.00111111
1613558753273,0,-3.625,-2.9375,-0.61,0.49,9.68,-74.75,96.5,-25.75,0.00111111,-0.00222222,-0.00111111
1613558753378,0,-3.625,-2.9375,-0.61,0.48,9.68,-74,97.1875,-26.75,0.00111111,0.00111111,-0.00111111
1613558753486,0,-3.625,-2.9375,-0.61,0.5,9.68,-74.75,96.5,-27.1875,0,-0.00111111,-0.00111111
1613558753593,0,-3.625,-2.9375,-0.62,0.49,9.67,-74.375,96.5,-26.75,0,0.00111111,-0.00222222
1613558753699,0,-3.625,-2.9375,-0.61,0.51,9.67,-73.25,96.0625,-26.75,0.00111111,0.00222222,-0.00222222
1613558753804,0,-3.625,-2.9375,-0.63,0.5,9.69,-74.375,96.5,-26.0625,0.00111111,-0.00111111,-0.00111111
1613558753909,0,-3.625,-2.9375,-0.62,0.49,9.71,-73.5625,96.5,-26.375,0,0.00111111,-0.00111111
1613558754018,0,-3.625,-2.9375,-0.61,0.51,9.69,-74,96.0625,-25.75,-0.00111111,0.00111111,-0.00111111
1613558754124,0,-3.625,-2.9375,-0.61,0.5,9.68,-74,96.5,-25.375,-0.00111111,-0.00111111,-0.00111111
1613558754230,0,-3.625,-2.9375,-0.62,0.5,9.66,-74.375,96.5,-25,0,0.00333333,0.00222222
1613558754339,0,-3.625,-2.9375,-0.62,0.5,9.66,-74,96.5,-27.5625,-0.00111111,-0.00222222,0
1613558754443,0,-3.625,-2.9375,-0.62,0.5,9.68,-74.375,97.1875,-26.0625,-0.00111111,0,0.00111111
1613558754551,0,-3.625,-2.9375,-0.61,0.51,9.67,-74.75,96.0625,-26.0625,0,0,0.00222222
1613558754655,0,-3.625,-2.9375,-0.61,0.5,9.69,-75.0625,95.75,-26.0625,0.00111111,-0.00111111,-0.00222222
1613558754762,0,-3.625,-2.9375,-0.61,0.5,9.7,-74.375,96.875,-26.75,0,0.00111111,-0.00222222
1613558754870,0,-3.625,-2.9375,-0.63,0.5,9.68,-74.75,97.1875,-26.75,0.00222222,0.00111111,0.00111111
1613558754977,0,-3.625,-2.9375,-0.62,0.5,9.7,-74.75,97.5625,-26.375,0,-0.00111111,0
1613558755083,0,-3.625,-2.9375,-0.62,0.49,9.68,-74.75,97.1875,-26.75,0.00111111,-0.00111111,0.00222222
1613558755191,0,-3.625,-2.9375,-0.62,0.51,9.66,-74,96.875,-26.375,0,-0.00111111,0.00111111
1613558755298,0,-3.625,-2.9375,-0.61,0.5,9.67,-74.75,97.1875,-26.75,0,0,-0.00111111
1613558755404,0,-3.625,-2.9375,-0.62,0.49,9.7,-74.375,96.875,-26.375,-0.00111111,0.00111111,0
1613558755508,0,-3.625,-2.9375,-0.61,0.49,9.68,-74,96.875,-26.75,-0.00111111,-0.00111111,0.00111111
1613558755614,0,-3.625,-2.9375,-0.61,0.5,9.69,-74.375,96.5,-25.75,0,-0.00111111,0.00111111
1613558755719,0,-3.625,-2.9375,-0.62,0.51,9.69,-75.0625,96.0625,-26.0625,0,0,-0.00222222
1613558755825,0,-3.625,-2.9375,-0.62,0.51,9.69,-74.75,96.5,-26.375,0.00111111,0,-0.00222222
1613558755931,0,-3.625,-2.9375,-0.61,0.51,9.68,-74.375,96.5,-27.875,0.00222222,0.00222222,-0.00111111
1613558756036,0,-3.625,-2.9375,-0.61,0.52,9.67,-74.75,96.0625,-27.5625,0,-0.00222222,0
1613558756144,0,-3.625,-2.9375,-0.62,0.5,9.65,-74.375,96.0625,-26.75,0.00111111,-0.00111111,0.00222222
1613558756248,0,-3.625,-2.9375,-0.62,0.52,9.69,-74.75,96.5,-27.1875,0,-0.00111111,-0.00222222
1613558756355,0,-3.625,-2.9375,-0.62,0.49,9.69,-73.5625,96.0625,-27.1875,0,0.00333333,-0.00111111
1613558756459,0,-3.625,-2.9375,-0.62,0.51,9.68,-74.75,96.875,-27.1875,0,0.00111111,-0.00222222
1613558756565,0,-3.625,-2.9375,-0.63,0.51,9.68,-74,96.875,-26.0625,0.00111111,-0.00111111,0
1613558756669,0,-3.625,-2.9375,-0.61,0.51,9.71,-75.0625,96.875,-25.375,0,-0.00222222,-0.00111111
1613558756777,0,-3.625,-2.9375,-0.6,0.5,9.71,-74,97.1875,-26.0625,0.00111111,0,-0.00333333
1613558756881,0,-3.625,-2.9375,-0.61,0.52,9.7,-75.0625,96.875,-26.375,0,-0.00111111,0.00111111
1613558756988,0,-3.625,-2.9375,-0.62,0.49,9.67,-75.0625,96.5,-26.375,0,0,0.00111111
